CompositeProgramName,CompositeCompositeID,CompositeStationName,CompositeStationCode,CompositeTargetLatitude,CompositeTargetLongitude,CompositeSampleDate,CompositeFinalID,NumberFishPerComp,CompositeTissueName,Analyte,Unit,Result,WeightAvg g,TLMin mm,TLMax mm,TLAvgLength mm,SexSummary,LatestDateSampled,SampleID
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 033, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 044, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 049, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 052, Total",ng/g ww,0.281,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 064, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 066, Total",ng/g ww,0.356,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 070, Total",ng/g ww,0.304,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 074, Total",ng/g ww,0.257,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 077, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 087, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 095, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 097, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 099, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 101, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 105, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 110, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 114, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 118, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 126, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 128, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 137, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 138/158, Total",ng/g ww,0.226,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 141, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 146, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 149, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 151, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 153, Total",ng/g ww,0.206,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 156, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 157, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 169, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 170, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 174, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 177, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 180, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 187, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 189, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 194, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 195, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 198, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 199, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 200, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 201, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 203, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 206, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,C1_403CASTLKL2BOG14STB,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,5,fillet,"PCB 209, Total",ng/g ww,,502,351,396,378.2000122,"Unk (1), M (4), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-01,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.142,530,384,384,384,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-01,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,77.52,530,384,384,384,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-02,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.158,530,376,376,376,"Unk (0), M (0), F (1)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-02,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,80.61,530,376,376,376,"Unk (0), M (0), F (1)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-03,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.158,520,379,379,379,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-03,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,78.01,520,379,379,379,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-04,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.185,615,404,404,404,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-04,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,77.09,615,404,404,404,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-05,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.248,660,411,411,411,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-05,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,77.5,660,411,411,411,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-06,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.234,530,381,381,381,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB01-06,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,78.63,530,381,381,381,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-01,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.321,625,411,411,411,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-01,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,82.71,625,411,411,411,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-02,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.108,450,362,362,362,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-02,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,76.53,450,362,362,362,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-03,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.12,620,404,404,404,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-03,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,78.89,620,404,404,404,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-04,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.124,490,371,371,371,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-04,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,77.53,490,371,371,371,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-05,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.161,540,386,386,386,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL1BOG14STB02-05,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,80.02,540,386,386,386,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-01,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.038,410,341,341,341,"Unk (1), M (0), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-01,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,79.98,410,341,341,341,"Unk (1), M (0), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-02,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.107,405,327,327,327,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-02,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,76.82,405,327,327,327,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-03,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.117,485,384,384,384,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-03,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,80.32,485,384,384,384,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-04,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.122,400,351,351,351,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-04,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,79.06,400,351,351,351,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-05,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.131,595,409,409,409,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-05,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,79.23,595,409,409,409,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-06,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.129,685,416,416,416,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB03-06,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,77.19,685,416,416,416,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-01,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.157,560,386,386,386,"Unk (1), M (0), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-01,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,77.07,560,386,386,386,"Unk (1), M (0), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-02,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.181,705,409,409,409,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-02,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,83.22,705,409,409,409,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-03,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.178,555,396,396,396,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-03,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,79.61,555,396,396,396,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-04,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.095,620,694,694,694,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-04,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,77.45,620,694,694,694,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-05,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Mercury, Total",ug/g ww,0.129,510,374,374,374,"Unk (0), M (1), F (0)",5/5/14,
Surface Water Ambient Monitoring Program,I_403CASTLKL2BOG14STB04-05,Castaic Lake,403CASTLK,34.5249,-118.599,5/5/14,Morone saxatilis,1,fillet,"Moisture, Total",%,77.56,510,374,374,374,"Unk (0), M (1), F (0)",5/5/14,
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Moisture, Total",%,78.3,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB02-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Moisture, Total",%,78.3,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB01-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorobutanesulfonate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB02-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorobutanesulfonate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB01-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorobutanoate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB02-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorobutanoate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB01-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorodecanoate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB02-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorodecanoate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB01-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorododecanoate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB02-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorododecanoate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB01-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluoroheptanoate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB02-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluoroheptanoate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB01-01
SF Bay Regional Monitoring for Water Quality,C4_203CENTRLSTB_14,Central Bay (6)-203CENTRL,203CENTRL,37.8452,-122.35,5/8/14,Morone saxatilis,3,fillet,"Perfluorohexanesulfonate, Total",ng/g ww,,2790,605,768,684.333313,"Unk (1), M (0), F (2)",7/22/14,STB02-01
